id_deputado,nome_completo,sexo,uf,partido_atual,profissao,eleicao_ocupacao,eleicao_grau_instrucao,eleicao_partido,situacao,data_nascimento,data_falecimento,ano_inicio,data_saida,soma_documento,soma_glosa,soma_liquido,,receita_total_eleicoes,tipo_receita,nome_parlamentar,total_bens,tipo_bem,total_despesas_eleicoes,id_municipio,votos,anos,mandatos,causa_fimdescr
74812,Pedro Pinheiro Chaves,M,GO,PMDB,201,228,Superior completo,PMDB,E,1958-08-28,,1999,,1214601.20,4765.76,1209835.44,897,1258679.26,RECURSOS DE PESSOAS FÍSICAS,Pedro Chaves,1098886.03,11,1258679.26,5200050,12,,1,
74813,Ronaldo Ramos Caiado,M,GO,DEM,221,196,Superior completo,DEM,E,1949-09-25,,1991,,1264039.30,1034.72,1262915.09,898,2771075.5,RECURSOS DE PESSOAS JURÍDICAS,Ronaldo Caiado,8270772.62,19,2771075.5,5200050,159,,1,
74814,Eurídio Ben-Hur Ferreira,,MS,PT,436,,,,,,,1999,,0.00,0.00,0.00,899,,,Eurídio Ben-Hur Ferreira,,,,,,,,
74828,Aldir Cabral,,RJ,PFL,436,,,,,,,1991,,0.00,0.00,0.00,900,,,Aldir Cabral,,,,,,,,
74829,Alexandre Aguiar Cardoso,M,RJ,PSB,196,26,Superior completo,PSB,V,1952-05-03,,1995,,149771.25,843.89,148927.36,901,749411.28,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,Alexandre Cardoso,4299963.34,2,748844.83,3300100,28,0.553045859000684,2,Secretário de Estado
74830,Alexandre José Dos Santos,M,RJ,PMDB,399,26,Superior completo,PMDB,E,1954-09-04,,1995,,1009032.76,10143.76,998889.00,902,1461452.4,RECURSOS DE PESSOAS JURÍDICAS,Alexandre Santos,1791333.93,12,1461311.23,3300100,47,,1,
74833,Arolde De Oliveira,M,RJ,PSD,152,26,Superior completo,DEM,E,1937-03-11,,1991,2011-10-26,1187724.22,52771.78,1134952.44,903,537500,RECURSOS PRÓPRIOS,Arolde De Oliveira,6823942.35,2,537194.2,3300100,70,,1,
74834,Candinho Mattos,,,,436,,,,,,,1995,,0.00,0.00,0.00,904,,,Candinho Mattos,,,,,,,,
74835,Carlos Augusto Alves Santana,M,RJ,PT,412,26,Superior incompleto,PT,E,1961-05-25,,1991,,555012.43,1232.25,553780.18,905,211777,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,Carlos Santana,606999,13,211686.67,3300100,108,3.99726214921287,1,Término da Legislatura
74838,Edson Ezequiel De Matos,M,RJ,PMDB,175,245,Superior completo,PMDB,E,1945-07-13,,1995,,758868.78,11004.36,747864.42,906,1660066.92,RECURSOS DE PESSOAS FÍSICAS,Edson Ezequiel,755948.96,12,1659306.71,3300100,3,,1,
74840,Eurico Miranda,,RJ,PPB,436,,,,,,,1995,,0.00,0.00,0.00,907,,,Eurico Miranda,,,,,,,,
74841,Fernando Paulo Nagle Gabeira,M,RJ,PV,271,,,,E,1941-02-17,,1995,,300179.06,4269.72,295909.34,908,,,Fernando Gabeira,,,,,,3.99726214921287,1,Término da Legislatura
74842,Fernando Antonio Folgado Gonçalves,M,RJ,PTB,196,26,Superior completo,PTB,S,1955-12-06,,1995,,150775.52,1245.21,149530.31,909,85000,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,Fernando Gonçalves,,,,3300100,3,0.49555099247091,1,Afastamento
74843,Fernando Lopes De Almeida,M,RJ,PMDB,76,26,Superior completo,PMDB,E,1946-12-03,,1991,,242075.57,19.01,242056.56,910,269831.95,RECURSOS DE PESSOAS FÍSICAS,Fernando Lopes,992477.03,19,259539.32,3300100,68,,3,Afastamento
74844,Francisco Dornelles,,RJ,PP,436,,,,,,,1991,,0.00,0.00,0.00,911,,,Francisco Dornelles,,,,,,,,
74845,Francisco Silva,,RJ,PP,436,,,,,,,1991,,0.00,0.00,0.00,912,,,Francisco Silva,,,,,,,,
74846,Itamar Serpa,,RJ,PSDB,436,,,,,,,1995,,0.00,0.00,0.00,913,,,Itamar Serpa,,,,,,,,
74847,Jair Messias Bolsonaro,M,RJ,PP,77,26,Superior completo,PP,E,1955-03-21,,1991,,1304260.79,8009.88,1293011.16,914,196379.86,RECURSOS PRÓPRIOS,Jair Bolsonaro,1650315.46,11,196369.38,3300100,170,,1,
74848,Jandira Feghali,F,RJ,PCDOB,361,196,Superior completo,PCDOB,E,1957-05-17,,1991,,704692.84,25331.67,671045.77,915,1830098.75,RECURSOS DE PESSOAS FÍSICAS,Jandira Feghali,692806,11,1829908.28,3300100,71,,1,
74849,João Ricardo Mendes,,RJ,PPB,436,,,,,,,1991,,0.00,0.00,0.00,916,,,João Ricardo Mendes,,,,,,,,
74850,Jorge Wilson De Matos,,RJ,PMDB,436,,,,,,,1995,,0.00,0.00,0.00,917,,,Jorge Wilson De Matos,,,,,,,,
74851,José Carlos Pires Coutinho,,RJ,PFL,436,,,,,,,1991,,0.00,0.00,0.00,918,,,José Carlos Pires Coutinho,,,,,,,,
74852,Jose Carlos Lacerda,,,,436,,,,,,,,,0.00,0.00,0.00,919,,,Jose Carlos Lacerda,,,,,,,,
74853,Jose Egydio,,RJ,PL,436,,,,,,,1991,,0.00,0.00,0.00,920,,,Jose Egydio,,,,,,,,
74856,Maria Laura Monteza De Souza Carneiro,,RJ,PFL,436,136,Superior completo,PTB,,1963-05-01,,1995,,0.00,0.00,0.00,921,586897.29,RECURSOS DE PESSOAS FÍSICAS,Maria Laura Monteza De Souza Carneiro,2185784.63,11,586897.29,3300100,14,,,
74858,Lindberg Farias,,RJ,PT,436,,,,,,,1995,,0.00,0.00,0.00,922,,,Lindberg Farias,,,,,,,,
74860,Marcio Fortes,,RJ,PSDB,436,,,,,,,1995,,0.00,0.00,0.00,923,,,Marcio Fortes,,,,,,,,
74861,Jorge Milton Temer,,RJ,PT,436,,,,,,,1995,,0.00,0.00,0.00,924,,,Jorge Milton Temer,,,,,,,,
74862,Miro Teixeira,M,RJ,PROS,199,26,Superior completo,PDT,E,1945-05-27,,1991,2013-10-08,321399.87,0.00,321399.87,925,944749.46,RECURSOS PRÓPRIOS,Miro Teixeira,763874.83,21,944407.11,3300100,29,,1,
74863,Moreira Franco,,RJ,PMDB,436,,,,,,,1995,,0.00,0.00,0.00,926,,,Moreira Franco,,,,,,,,
75431,Maurício Alexandre Dziedricki,M,RS,PTB,0,178,Superior completo,PTB,L,1979-07-26,,2011,,1789.56,0.00,1789.56,927,852125.09,RECURSOS PRÓPRIOS,Maurício Dziedricki,1365062.06,14,852125.09,4300034,206,0.0191649555099247,1,Secretário de Estado
76287,Marcelo Viviani Gonçalves,M,RJ,PDT,399,160,Ensino médio completo,PDT,E,1968-05-26,,2011,,780539.68,3850.72,756159.06,928,245069.86,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,Marcelo Matos,383562,21,245069.86,3300100,846,,1,
76420,Rui Soares Palmeira,M,AL,PSDB,0,245,Superior completo,PSDB,V,1976-09-13,,2011,,499507.33,15012.28,483757.55,929,1149038.48,RECURSOS DE PESSOAS FÍSICAS,Rui Palmeira,1211506.54,11,1149038.48,2700102,301,1.57700205338809,2,Licença Conjunta Consecutiva
77701,Jackson Barreto De Lima,M,SE,PMDB,199,,,,V,1944-05-06,,2003,2007-05-02,579430.96,3318.09,576112.87,930,,,Jackson Barreto,,,,,,3.91238877481177,1,Renúncia
80920,José Luiz De França Penna,M,SP,PV,197,178,Ensino fundamental completo,PV,E,1945-12-27,,2011,,983965.91,1423.01,930990.99,931,773206.5,RECURSOS DE PESSOAS FÍSICAS,Penna,201882,21,769922.77,3500105,9,,1,
81232,Irajá Silvestre Filho,M,TO,PSD,312,228,Superior completo,DEM,E,1983-02-03,,2011,2011-10-26,804002.97,29430.82,763984.15,932,1769867.94,RECURSOS DE PESSOAS JURÍDICAS,Irajá Abreu,2118125.95,11,1760535.46,1700251,89,,2,Secretário de Estado
81512,Luciana De Almeida Costa,F,SP,PR,38,26,Superior completo,PR,E,1972-10-16,,2007,,422295.49,1424.39,420871.10,933,140497.54,RECURSOS DE PESSOAS FÍSICAS,Luciana Costa,1569956.78,12,140497.54,3500105,5,3.73442847364819,1,Término da Legislatura
86634,Fredo Ebling Junior,M,DF,PCDOB,0,,,,E,1956-03-03,,2007,,780.10,0.00,780.10,934,,,Fredo Junior,,,,,,0.0520191649555099,1,Término da Legislatura
88950,Rodrigo Garcia,M,SP,DEM,0,199,Superior completo,DEM,L,1974-05-10,,2011,,93834.99,668.18,93166.81,935,2737059.72,DESCRIÇÃO DAS DOAÇÕES RELATIVAS À COMERCIALIZAÇÃO,Rodrigo Garcia,5815433.34,11,2735402.86,3500105,82,0.328542094455852,2,Secretário de Estado
89282,José Antônio Machado Reguffe,M,DF,PDT,240,45,Superior completo,PDT,E,1972-09-05,,2011,,28269.74,0.00,28269.74,936,143800,RECURSOS DE PESSOAS FÍSICAS,Reguffe,2489846.66,11,120460.39,530010,31681,,1,
92355,Vitor Paulo Araújo Dos Santos,M,RJ,PRB,149,281,Superior completo,PRB,E,1964-11-22,,2011,,656709.01,11328.88,645380.13,937,510512.9,RECURSOS PRÓPRIOS,Vitor Paulo,775759.6,19,510402.96,3300100,615,,1,
92776,Stefano Aguiar Dos Santos,M,MG,PSB,0,245,Superior completo,PSC,E,1976-03-03,,2011,2013-10-09,405562.32,4620.34,400941.98,938,212640,RECURSOS DE PESSOAS FÍSICAS,Stefano Aguiar,2777865.03,19,212373.37,3100104,57,,4,Afastamento
94931,Lúcio Quadros Vieira Lima,M,BA,PMDB,401,398,Superior completo,PMDB,E,1962-11-19,,2011,,726401.16,49657.50,671743.66,939,317075.27,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,Lucio Vieira Lima,8305351.77,11,316999.43,290170,115,,1,
97822,Jaqueline Maria Roriz,F,DF,PMN,314,26,Superior completo,PMN,E,1962-08-18,,2011,,678440.85,2227.04,595978.03,940,687903.54,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,Jaqueline Roriz,4021209.47,12,687903.54,530010,1963,,1,
99654,Erivelton Lima Santana,M,BA,PSC,84,178,Superior incompleto,PSC,E,1965-01-29,,2011,,902839.34,8647.85,894256.49,941,245703.04,RECURSOS DE PESSOAS FÍSICAS,Erivelton Santana,234448,61,245700,290170,16,,1,
104254,Rui Costa Dos Santos,M,BA,PT,213,45,Superior completo,PT,L,1963-01-18,,2011,,191135.99,1512.91,189623.08,942,1303115.06,DESCRIÇÃO DAS DOAÇÕES RELATIVAS À COMERCIALIZAÇÃO,Rui Costa,922988.56,11,1302714.02,290170,258,0.92539356605065,1,Secretário de Estado
109152,Bernardo De Vasconcellos Moreira,M,MG,PR,199,199,Superior completo,PR,E,1975-12-08,,2011,,883277.55,4319.87,878957.68,943,3746851.18,RECURSOS DE PESSOAS JURÍDICAS,Bernardo Santana De Vasconcellos,2502102.15,22,3739069.99,3100203,10,,1,
109372,Paulo Adalberto Alves Ferreira,M,RS,PT,0,49,Superior completo,PT,E,1959-02-04,,2011,,548768.87,4848.40,533358.04,944,1489549.85,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,Paulo Ferreira,593985.02,19,1489549.85,4300034,2,,1,
114586,Cristiano José Rodrigues De Souza,M,RJ,PTDOB,47,160,Superior incompleto,PTDOB,V,1978-03-23,,2011,,165747.63,61.87,165685.76,945,116050,RECURSOS DE PESSOAS FÍSICAS,Cristiano,283267,32,116050,3300100,5,0.525667351129363,1,Afastamento
116663,Alfredo Helio Syrkis,M,RJ,PSB,271,281,Superior completo,PV,E,1950-12-08,,2011,2013-10-08,766862.01,3524.24,750179.29,946,455938.13,RECURSOS DE PESSOAS FÍSICAS,Alfredo Sirkis,2151150.17,31,455612.71,3300100,43,,1,
118384,Carlos Alberto Lopes,M,RJ,PMN,0,44,Superior completo,PMN,E,1945-09-29,,2011,,663220.20,8331.35,645802.50,947,771906.43,RECURSOS DE PESSOAS FÍSICAS,Dr. Carlos Alberto,8718070.04,11,765759.51,3300100,8,,2,Afastamento
121759,Marllos Rossano Ribeiro Gonçalves De Sampaio,M,PI,PMDB,370,421,Superior completo,PMDB,E,1974-12-28,,2011,,1011461.73,24239.14,987222.59,948,497874.71,RECURSOS PRÓPRIOS,Marllos Sampaio,581864.7,41,497874.71,220095,17,,1,
122158,Pedro Paulo Carvalho Teixeira,M,RJ,PMDB,45,26,Superior completo,PMDB,L,1972-06-29,,2011,,36116.11,944.33,35171.78,949,1476788,RECURSOS DE PESSOAS JURÍDICAS,Pedro Paulo,1544155.33,11,1476665.13,3300100,25,0.438056125941136,7,Secretário de Estado
122195,Leonardo De Melo Gadelha,M,PB,PSC,0,26,Superior completo,PSC,E,1975-05-12,,2011,,738362.15,1498.07,713616.87,950,333038.56,RECURSOS PRÓPRIOS,Leonardo Gadelha,1199174.12,11,333023.36,251640,1,,1,
123756,Antônia Luciléia Cruz Ramos Câmara,F,AC,PSC,45,228,Superior completo,PSC,E,1970-07-17,,2011,,977841.93,24343.05,935578.68,951,430291.92,RECURSOS DE PESSOAS JURÍDICAS,Antônia Lúcia,2432247,11,430282.95,1200013,447,,1,
128760,Paulo Celso Fonseca Marinho Júnior,M,MA,PMDB,0,44,Superior completo,PMDB,S,1985-02-09,,2011,,104348.38,464.99,103883.39,952,130150.24,RECURSOS DE PESSOAS FÍSICAS,Paulo Marinho Junior,1816874.48,13,130141.73,2100055,45,0.314852840520192,1,Afastamento
129037,Gabriel Guimarães De Andrade,M,MG,PT,199,199,Superior completo,PT,E,1983-06-06,,2011,,875127.09,14594.57,839389.78,953,3054764.81,RECURSOS DE PESSOAS FÍSICAS,Gabriel Guimarães,1336887.11,15,2989732.12,3100203,16,,1,
129617,Amador Tut,,MT,PL,436,,,,,,,2003,,0.00,0.00,0.00,954,,,Amador Tut,,,,,,,,
129618,Maria Gorete Pereira,F,CE,PR,348,26,Superior completo,PR,E,1952-04-10,,2003,,1698670.18,38017.80,1654910.20,955,276775,RECURSOS PRÓPRIOS,Gorete Pereira,4936141.52,11,276775,2300101,53,,1,
131873,Carlos Wilson Rocha De Queiroz Campos,M,PE,PT,227,,,,V,1950-03-11,2009-04-11,2007,,345.02,0.00,345.02,956,,,Carlos Wilson,,,,,,2.19028062970568,1,Falecimento
132056,Paulo Salim Maluf,M,SP,PP,118,228,Superior completo,PP,E,1931-09-03,,2007,,608583.97,160.24,608423.73,957,803339.08,RECURSOS DE PESSOAS FÍSICAS,Paulo Maluf,44896455.96,1,803339.08,3500105,231,,1,
133370,Walter Barelli,,SP,PSDB,436,167,Superior completo,PV,,1973-05-12,,2003,,0.00,0.00,0.00,958,,,Walter Barelli,,,,,,,,
133371,Antenor Naspolini,,CE,PSDB,436,,,,,,,2003,,0.00,0.00,0.00,959,,,Antenor Naspolini,,,,,,,,
133372,Natan Donadon,M,RO,S.PART.,431,189,Ensino médio completo,PMDB,A,1967-07-27,,2003,2013-09-06,1463125.25,7728.37,1420409.29,960,804995.65,RECURSOS PRÓPRIOS,Natan Donadon,1849876.99,12,804975.67,1100015,285,2.57357973990418,1,Afastamento
133373,Marco Aurélio Spall Maia,M,RS,PT,405,26,Superior incompleto,PT,E,1965-12-27,,2003,,1185709.07,8107.43,1170872.89,961,1479549.5,RECURSOS PRÓPRIOS,Marco Maia,742359.52,12,1479549.5,4300034,1,,1,
133374,Ademir Camilo Prates Rodrigues,M,MG,PROS,329,26,Superior completo,PDT,E,1964-05-30,,2003,2011-10-26,1375313.02,32586.12,1339132.86,962,1116954.57,RECURSOS DE PESSOAS FÍSICAS,Ademir Camilo,2775079.23,12,1116259.51,3100104,3,,1,
133375,Edgard Montemor Fernandes,M,SP,PSB,199,,,,E,1956-06-07,,2003,,12368.87,0.00,12368.87,963,,,Edinho Montemor,,,,,,0.0711841204654346,1,Término da Legislatura
133376,Jair De Oliveira,,ES,PMDB,436,,,,,,,2003,,0.00,0.00,0.00,964,,,Jair De Oliveira,,,,,,,,
133377,André Costa,,RJ,PDT,436,228,Superior completo,DEM,,1955-10-28,,2003,,0.00,0.00,0.00,965,,,André Costa,,,,3300159,1,,,
133439,André Peixoto Figueiredo Lima,M,CE,PDT,13,45,Superior completo,PDT,E,1966-11-10,,2003,,997469.25,5313.44,992017.26,966,407957.5,RECURSOS PRÓPRIOS,André Figueiredo,3874879.63,11,407957.5,2300101,27,,1,
133440,Ana Alencar,,TO,PSDB,436,,,,,,,2003,,0.00,0.00,0.00,967,,,Ana Alencar,,,,,,,,
133658,Capitão Wayne,,GO,PSDB,436,,,,,,,2003,,0.00,0.00,0.00,968,,,Capitão Wayne,,,,,,,,
133853,Ibsen Valls Pinheiro,M,RS,PMDB,273,,,,E,1935-07-05,,1991,,574142.59,48921.68,525220.91,969,,,Ibsen Pinheiro,,,,,,3.99726214921287,1,Término da Legislatura
134115,Ana Guerra,,MG,PT,436,,,,,,,2003,,0.00,0.00,0.00,970,,,Ana Guerra,,,,,,,,
134116,Thaís Barbosa,,MT,PMDB,436,,,,,,,2003,,0.00,0.00,0.00,971,,,Thaís Barbosa,,,,,,,,
134893,Vitorassi,,PR,PT,436,,,,,,,2003,,0.00,0.00,0.00,972,,,Vitorassi,,,,,,,,
135476,Jorge Vi,,AL,PSDB,436,,,,,,,2003,,0.00,0.00,0.00,973,,,Jorge Vi,,,,,,,,
136226,Alexandre Maia,,MG,PMDB,436,,,,,,,2003,,0.00,0.00,0.00,974,,,Alexandre Maia,,,,,,,,
136377,Fernando Estima,,SP,PPS,436,,,,,,,2003,,539.04,0.00,539.04,975,,,Fernando Estima,,,,,,,,
136811,José Alfonso Ebert Hamm,M,RS,PP,36,26,Superior completo,PP,E,1962-04-25,,2003,,1557953.96,17165.05,1539546.84,976,656026.5,RECURSOS PRÓPRIOS,Afonso Hamm,1590101.52,11,655513.28,4300034,933,,1,
137116,Cláudio Rorato,,PR,PMDB,436,,,,,,,2003,,0.00,0.00,0.00,977,,,Cláudio Rorato,,,,,,,,
137578,Fred Kohler,,RJ,PMDB,436,,,,,,,2003,,0.00,0.00,0.00,978,,,Fred Kohler,,,,,,,,
137759,Vicente Chelotti,,DF,PMDB,436,,,,,,,2003,,0.00,0.00,0.00,979,,,Vicente Chelotti,,,,,,,,
137983,Francisco Luiz Escórcio Lima,M,MA,PMDB,399,228,Superior completo,PMDB,E,1949-07-18,,2003,,995867.56,44772.73,939484.83,980,1263641,RECURSOS PRÓPRIOS,Francisco Escórcio,28870841,12,1263641,2100055,2117,,1,
138512,Irineu Rodrigues,,PR,PPS,436,,,,,,,2003,,0.00,0.00,0.00,981,,,Irineu Rodrigues,,,,,,,,
139133,Alceni Angelo Guerra,M,PR,DEM,196,,,,E,1945-07-21,,2007,2007-04-23,517991.98,18715.43,499276.55,982,,,Alceni Guerra,,,,,,2.93771389459274,4,Secretário de Estado
139187,Edmilson Jose Valentim Dos Santos,M,RJ,PCDOB,347,26,Superior incompleto,PCDOB,E,1963-07-28,,2007,,599246.27,7943.45,591302.82,983,960235.06,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,Edmilson Valentim,777849.95,11,960235.06,3300100,24,3.99726214921287,1,Término da Legislatura
139212,Francisco Rossi De Almeida,M,SP,PMDB,146,,,,E,1940-07-10,,2007,,522917.86,4284.57,518633.29,984,,,Francisco Rossi,,,,,,3.46064339493498,2,Licença Conjunta Consecutiva
139285,Lídice Da Mata E Souza,F,BA,PSB,45,,,,E,1956-03-12,,2007,,712153.80,3241.85,708911.95,985,,,Lídice Da Mata,,,,,,3.99726214921287,1,Término da Legislatura
139311,Moisés Nogueira Avelino,M,TO,PMDB,247,26,Superior completo,PMDB,E,1940-05-20,,2007,,612182.87,12227.45,599955.42,986,398610.23,RECURSOS PRÓPRIOS,Moises Avelino,12554300.32,2,398610.23,1700251,69,3.99726214921287,1,Término da Legislatura
140241,Ricardo Santos,,ES,PSDB,436,,,,,,,2003,,0.00,0.00,0.00,987,,,Ricardo Santos,,,,,,,,
141057,Cláudio Castanheira Diaz,M,RS,PSDB,224,61,Superior completo,PSDB,E,1953-10-03,,2003,,618525.76,11142.89,607382.87,988,1018933.45,RECURSOS DE PARTIDO POLÍTICO,Cláudio Diaz,2026406,11,1018933.45,4300034,152,3.98357289527721,1,Término da Legislatura
141331,Carlos Lapa,,PE,PSB,436,,,,,,,,,0.00,0.00,0.00,989,,,Carlos Lapa,,,,,,,,
141334,Clóvis Corrêa,,PE,PSB,436,,,,,,,,,0.00,0.00,0.00,990,,,Clóvis Corrêa,,,,,,,,
141335,José Roberto Oliveira Faro,M,PA,PT,106,189,Ensino fundamental completo,PT,E,1969-06-20,,2007,,1432787.61,38048.13,1391697.58,991,652180.13,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,Beto Faro,930256,13,652180.13,150475,18,,1,
141336,Antonio Charles Lucena De Oliveira Mello,M,PE,PTB,143,26,Superior completo,PTB,E,1967-06-23,,2007,,629262.54,813.09,628449.45,992,134312.31,RECURSOS PRÓPRIOS,Charles Lucena,,,134312.31,260545,4,1.79876796714579,1,Término da Legislatura
141344,Fernando Barrancos Chucre,M,SP,PSDB,166,26,Superior completo,PSDB,E,1966-08-02,,2007,,507033.44,4001.56,503031.88,993,710727.83,RECURSOS DE PARTIDO POLÍTICO,Fernando Chucre,1440051.19,13,710719.1,3500105,3,3.99726214921287,1,Término da Legislatura
141371,Adilson Soares,M,RJ,PR,199,26,Superior completo,PR,E,1940-09-11,,2007,,1219205.39,22869.52,1189802.62,994,496654.78,RECURSOS DE PESSOAS FÍSICAS,Dr. Adilson Soares,1787859.32,11,496654.78,3300100,253,,1,
141372,Aelton José De Freitas,M,MG,PR,182,26,Superior completo,PR,E,1961-12-15,,2007,,1437969.15,32703.72,1405265.43,995,1590582.2,RECURSOS DE PESSOAS JURÍDICAS,Aelton Freitas,8155192.98,2,1588220.87,3100104,1017,,1,
141373,Albano Do Prado Pimentel Franco,M,SE,PSDB,267,,,,E,1940-11-22,,2007,,582761.36,6958.75,575802.61,996,,,Albano Franco,,,,,,3.99726214921287,1,Término da Legislatura
141374,Alexandre Silveira De Oliveira,M,MG,PSD,155,26,Superior completo,PPS,L,1970-07-15,,2007,2011-10-26,563907.47,3396.53,560510.94,997,2905877.68,RECURSOS DE PESSOAS FÍSICAS,Alexandre Silveira,3362494.91,11,2902386.93,3100104,1,0.0301163586584531,2,Secretário de Estado
141375,Aline Lemos Corrêa De Oliveira Andrade,F,SP,PP,60,228,Superior incompleto,PP,E,1973-03-25,,2007,,1432511.26,17645.45,1401900.30,998,2378850.91,RECURSOS DE PESSOAS JURÍDICAS,Aline Corrêa,2948823.72,29,2378850.91,3500105,2,,1,
141376,Ana Isabel Mesquita De Oliveira,F,PA,PMDB,270,,,,E,1952-09-24,,2007,,600233.04,7193.90,593039.14,999,,,Bel Mesquita,,,,,,3.99726214921287,1,Término da Legislatura
141377,Ana Lúcia Arraes De Alencar,F,PE,PSB,199,26,Superior completo,PSB,V,1947-07-28,,2007,,762878.59,6448.95,756429.64,1000,1512882,RECURSOS DE PESSOAS JURÍDICAS,Ana Arraes,3188953.93,11,1512579.43,260545,205,0.714579055441478,1,Renúncia
141378,André Luiz Vargas Ilário,M,PR,PT,160,160,Ensino médio completo,PT,E,1964-03-02,,2007,,1411857.59,9601.75,1370127.37,1001,1362016.87,DESCRIÇÃO DAS DOAÇÕES RELATIVAS À COMERCIALIZAÇÃO,Andre Vargas,2975971.54,12,1362016.87,4100103,199,,1,
141379,Andreia Almeida Zito Dos Santos,F,RJ,PSDB,99,26,Superior completo,PSDB,E,1974-07-13,,2007,,1233898.87,19676.56,1203985.84,1002,472011.77,RECURSOS DE PESSOAS FÍSICAS,Andreia Zito,3494954.24,1,472011.77,3300100,38,,1,
141380,Angela Maria Gomes Portela,F,RR,PT,150,,,,E,1962-02-03,,2007,2007-03-14,694526.23,6295.85,688230.38,1003,,,Angela Portela,,,,,,3.99726214921287,1,Término da Legislatura
141381,Angelo Carlos Vanhoni,M,PR,PT,305,26,Superior completo,PT,E,1955-06-19,,2007,,1465181.82,22538.71,1426347.34,1004,907340.36,RECURSOS DE PESSOAS FÍSICAS,Angelo Vanhoni,1421940.17,11,916320.4,4100202,27,,1,
141382,Antônia Magalhães Da Cruz,F,BA,PR,160,26,Ensino médio completo,PR,E,1958-01-16,,2007,2007-03-05,647543.11,41325.92,606217.19,1005,441597.11,RECURSOS PRÓPRIOS,Tonha Magalhães,1949081.41,12,441595.26,290510,16,3.99726214921287,1,Término da Legislatura
141383,Antonio Carlos Martins De Bulhões,M,SP,PRB,234,26,Superior completo,PRB,E,1968-05-05,,2007,,1376263.28,10332.92,1365211.96,1006,408429,RECURSOS PRÓPRIOS,Antonio Bulhões,4813635.22,21,408382.85,3500204,6,,1,
141384,Antônio Carlos Valadares Filho,M,SE,PSB,40,26,Superior completo,PSB,E,1980-10-01,,2007,,1502348.83,9849.46,1492499.37,1007,362223.12,RECURSOS DE OUTROS CANDIDATOS/COMITÊS,Valadares Filho,769650,11,366827.13,2800100,477,,1,
141385,Antonio Duarte Nogueira Júnior,M,SP,PSDB,31,245,Superior completo,PSDB,E,1964-05-16,,2007,,1185878.22,16543.81,1168580.38,1008,2088177.76,RECURSOS DE PESSOAS JURÍDICAS,Duarte Nogueira,2108665.68,11,2088025.49,3500105,8,,1,
141386,Antônio Eudes Xavier,M,CE,PT,265,245,Ensino médio completo,PT,E,1964-09-11,,2007,,1626428.17,14439.34,1600540.03,1009,308725,RECURSOS DE PESSOAS FÍSICAS,Eudes Xavier,945860.91,11,308701.36,2300101,1,,1,
141387,Antônio Eustáquio Andrade Ferreira,M,MG,PMDB,164,26,Superior completo,PMDB,L,1953-06-18,,2007,,1247061.62,19108.48,1227775.12,1010,1009196.54,RECURSOS DE PARTIDO POLÍTICO,Antônio Andrade,6799595.65,11,1009196.54,3100104,93,2.11909650924025,1,Ministro de Estado
141388,Antonio José Castelo Branco Medeiros,M,PI,PT,12,,,,E,1950-05-16,,2007,,229407.11,1336.14,228070.97,1011,,,Antonio José Medeiros,,,,,,1.31690622861054,2,Secretário de Estado
141389,Antônio Pedro De Siqueira Indio Da Costa,M,RJ,DEM,199,,,,E,1970-10-20,,2007,2007-04-23,466516.53,6645.69,459870.84,1012,,,Indio Da Costa,,,,,,3.99726214921287,1,Término da Legislatura
141390,Antônio Roberto Soares,M,MG,PV,200,26,Superior completo,PV,E,1942-06-20,,2007,,1364723.11,27046.18,1337676.93,1013,750736.32,RECURSOS DE PESSOAS JURÍDICAS,Antônio Roberto,2196308.44,11,750736.32,3100104,2,,1,
141391,Arnaldo Calil Pereira Jardim,M,SP,PPS,114,26,Superior completo,PPS,E,1955-05-08,,2007,,1459784.09,13575.10,1398945.12,1014,2763217.61,RECURSOS DE PARTIDO POLÍTICO,Arnaldo Jardim,5078277.62,11,2730165.09,3500303,936,,1,
141392,Arnaldo França Vianna,M,RJ,PDT,196,,,,E,1947-11-04,,2007,,624347.04,3207.41,621139.63,1015,,,Arnaldo Vianna,,,,,,3.99726214921287,1,Término da Legislatura
141393,Bruno Campelo Rodrigues De Souza,M,PE,PSDB,399,26,Superior incompleto,PSDB,E,1970-08-05,,2007,,755124.33,7261.52,747862.81,1016,480876.18,RECURSOS DE PESSOAS JURÍDICAS,Bruno Rodrigues,900342,21,480876.18,260545,2,3.99726214921287,1,Término da Legislatura
141394,Bruno Cavalcanti De Araújo,M,PE,PSDB,199,26,Superior completo,PSDB,E,1972-03-15,,2007,,1697791.81,24832.57,1672958.48,1017,1770000,RECURSOS DE PESSOAS JURÍDICAS,Bruno Araújo,1672023.04,12,1670000,2600054,228,,1,
